"month";"day";"year";"age";"kg.meat";"hours";"datatype";"date";"date.s";"age.s";"hunter.id";"iszero";"nonzero";"dayid"
4;30;1980;56;0;7;1;3772;-2.77600579233944;0.705532322627891;4;1;NA;19
5;2;1980;56;0;6.8;1;3774;-2.77517953706063;0.705532322627891;4;1;NA;20
5;15;1980;56;4.4;7.5;1;3787;-2.76980887774842;0.705532322627891;4;0;4.4;21
5;16;1980;56;0;9.8;1;3788;-2.76939575010902;0.705532322627891;4;1;NA;22
5;17;1980;56;8.9;6.3;1;3789;-2.76898262246962;0.705532322627891;4;0;8.9;23
5;18;1980;56;0;5.8;1;3790;-2.76856949483022;0.705532322627891;4;1;NA;24
5;19;1980;56;0;5.2;1;3791;-2.76815636719082;0.705532322627891;4;1;NA;25
11;6;1981;57;0;7.5;1;4327;-2.54671995247194;0.779320131204812;4;1;NA;70
11;7;1981;57;0;5.2;1;4328;-2.54630682483254;0.779320131204812;4;1;NA;71
11;8;1981;57;0;8;1;4329;-2.54589369719314;0.779320131204812;4;1;NA;72
11;10;1981;57;3.93;9.1;1;4331;-2.54506744191434;0.779320131204812;4;0;3.93;73
11;11;1981;57;0;8;1;4332;-2.54465431427493;0.779320131204812;4;1;NA;74
11;12;1981;57;41;3.9;1;4333;-2.54424118663553;0.779320131204812;4;0;41;75
11;13;1981;57;0;3.9;1;4334;-2.54382805899613;0.779320131204812;4;1;NA;76
8;15;1995;69;4.96;NA;3;9357;-0.468687926285429;1.66477383412787;5;0;4.96;182
8;28;1995;69;4.87;NA;3;9370;-0.463317266973217;1.66477383412787;5;0;4.87;188
6;15;1996;70;0;NA;3;9662;-0.342683996268155;1.73856164270479;5;1;NA;358
10;21;1999;71;0;NA;3;10885;0.162571106719141;1.81234945128171;6;1;NA;1104
10;22;1999;71;0;NA;3;10886;0.162984234358542;1.81234945128171;6;1;NA;1105
10;23;1999;71;0;NA;3;10887;0.163397361997943;1.81234945128171;6;1;NA;1106
10;24;1999;71;7.8;NA;3;10888;0.163810489637344;1.81234945128171;6;0;7.8;1107
12;17;1999;71;9.82;NA;3;10942;0.186119382164992;1.81234945128171;6;0;9.82;1156
12;18;1999;71;9.82;NA;3;10943;0.186532509804393;1.81234945128171;6;0;9.82;1157
12;26;1999;71;8.74;NA;3;10951;0.1898375309196;1.81234945128171;6;0;8.74;1162
12;29;1999;71;0;NA;3;10954;0.191076913837803;1.81234945128171;6;1;NA;1163
12;30;1999;71;0;NA;3;10955;0.191490041477204;1.81234945128171;6;1;NA;1164
12;31;1999;71;0;NA;3;10956;0.191903169116605;1.81234945128171;6;1;NA;1165
1;1;2000;72;8.74;NA;3;10957;0.192316296756006;1.88613725985864;6;0;8.74;1166
1;2;2000;72;0;NA;3;10958;0.192729424395407;1.88613725985864;6;1;NA;1167
2;5;2000;72;5.02;NA;3;10992;0.206775764135037;1.88613725985864;6;0;5.02;1195
2;10;2000;72;0;NA;3;10997;0.208841402332041;1.88613725985864;6;1;NA;1198
2;11;2000;72;0;NA;3;10998;0.209254529971442;1.88613725985864;6;1;NA;1199
2;12;2000;72;0;NA;3;10999;0.209667657610843;1.88613725985864;6;1;NA;1200
5;9;2000;72;0;NA;3;11086;0.245609762238721;1.88613725985864;6;1;NA;1248
5;10;2000;72;8.74;NA;3;11087;0.246022889878122;1.88613725985864;6;0;8.74;1249
5;11;2000;72;4.87;NA;3;11088;0.246436017517523;1.88613725985864;6;0;4.87;1250
6;29;2000;72;0;NA;3;11137;0.266679271848167;1.88613725985864;6;1;NA;1274
6;30;2000;72;4.87;NA;3;11138;0.267092399487568;1.88613725985864;6;0;4.87;1275
7;1;2000;72;0;NA;3;11139;0.267505527126969;1.88613725985864;6;1;NA;1276
7;16;2000;72;0;NA;3;11154;0.273702441717982;1.88613725985864;6;1;NA;1286
7;17;2000;72;4.96;NA;3;11155;0.274115569357383;1.88613725985864;6;0;4.96;1287
7;18;2000;72;9.82;NA;3;11156;0.274528696996784;1.88613725985864;6;0;9.82;1288
7;19;2000;72;0;NA;3;11157;0.274941824636185;1.88613725985864;6;1;NA;1289
7;20;2000;72;0;NA;3;11158;0.275354952275586;1.88613725985864;6;1;NA;1290
7;21;2000;72;0;NA;3;11159;0.275768079914987;1.88613725985864;6;1;NA;1291
10;7;2000;72;0;NA;3;11237;0.307992035788257;1.88613725985864;6;1;NA;1359
10;8;2000;72;0;NA;3;11238;0.308405163427658;1.88613725985864;6;1;NA;1360
10;9;2000;72;0;NA;3;11239;0.308818291067058;1.88613725985864;6;1;NA;1361
10;10;2000;72;4.96;NA;3;11240;0.309231418706459;1.88613725985864;6;0;4.96;1362
10;11;2000;72;0;NA;3;11241;0.30964454634586;1.88613725985864;6;1;NA;1363
10;12;2000;72;0;NA;3;11242;0.310057673985261;1.88613725985864;6;1;NA;1364
10;13;2000;72;0;NA;3;11243;0.310470801624662;1.88613725985864;6;1;NA;1365
10;14;2000;72;0;NA;3;11244;0.310883929264063;1.88613725985864;6;1;NA;1366
10;15;2000;72;0;NA;3;11245;0.311297056903464;1.88613725985864;6;1;NA;1367
1;29;2001;71;0;NA;3;11351;0.355088586679959;1.81234945128171;6;1;NA;1446
1;30;2001;71;0;NA;3;11352;0.35550171431936;1.81234945128171;6;1;NA;1447
1;31;2001;71;0;NA;3;11353;0.355914841958761;1.81234945128171;6;1;NA;1448
2;1;2001;71;0;NA;3;11354;0.356327969598162;1.81234945128171;6;1;NA;1449
2;14;2004;74;0;NA;3;12462;0.814073394054355;2.03371287701248;6;1;NA;2008
2;18;2005;75;0;NA;3;12832;0.966930620632687;2.1075006855894;6;1;NA;2156
4;25;1980;50;2;6.7;1;3767;-2.77807143053644;0.262805471166361;7;0;2;15
4;26;1980;50;0;9;1;3768;-2.77765830289704;0.262805471166361;7;1;NA;16
4;28;1980;50;0;8.5;1;3770;-2.77683204761824;0.262805471166361;7;1;NA;17
4;29;1980;50;0;6;1;3771;-2.77641891997884;0.262805471166361;7;1;NA;18
4;30;1980;50;0;7;1;3772;-2.77600579233944;0.262805471166361;7;1;NA;19
5;2;1980;50;2.4;6.8;1;3774;-2.77517953706063;0.262805471166361;7;0;2.4;20
10;21;1997;67;5.35;7.1;1;10155;-0.139012070043513;1.51719821697403;8;0;5.35;613
10;22;1997;67;3.8;8.9;1;10156;-0.138598942404113;1.51719821697403;8;0;3.8;614
10;23;1997;67;4.9;8.6;1;10157;-0.138185814764712;1.51719821697403;8;0;4.9;615
8;25;2000;70;4.5;NA;3;11194;0.290227547294018;1.73856164270479;8;0;4.5;1325
9;21;2000;70;4.5;NA;3;11221;0.301381993557842;1.73856164270479;8;0;4.5;1345
11;30;2000;70;5.4;NA;3;11291;0.330300928315905;1.73856164270479;8;0;5.4;1395
12;7;2000;70;4.5;NA;3;11298;0.333192821791711;1.73856164270479;8;0;4.5;1399
1;22;2001;71;0;NA;3;11344;0.352196693204153;1.81234945128171;8;1;NA;1439
1;23;2001;71;0;NA;3;11345;0.352609820843554;1.81234945128171;8;1;NA;1440
4;19;2001;71;0;NA;3;11431;0.388138797832031;1.81234945128171;8;1;NA;1506
5;11;2001;71;4.5;NA;3;11453;0.39722760589885;1.81234945128171;8;0;4.5;1514
5;21;2001;71;4.5;NA;3;11463;0.401358882292859;1.81234945128171;8;0;4.5;1518
5;22;2001;71;0;NA;3;11464;0.40177200993226;1.81234945128171;8;1;NA;1519
5;23;2001;71;0;NA;3;11465;0.402185137571661;1.81234945128171;8;1;NA;1520
5;24;2001;71;12;NA;3;11466;0.402598265211062;1.81234945128171;8;0;12;1521
5;25;2001;71;4.5;NA;3;11467;0.403011392850463;1.81234945128171;8;0;4.5;1522
8;11;2001;71;0;NA;3;11545;0.435235348723733;1.81234945128171;8;1;NA;1569
4;10;2004;74;0;NA;3;12518;0.837208541860805;2.03371287701248;8;1;NA;2027
9;21;2000;70;4.5;NA;3;11221;0.301381993557842;1.73856164270479;9;0;4.5;1345
10;3;2000;70;0;NA;3;11233;0.306339525230653;1.73856164270479;9;1;NA;1356
10;12;2000;70;4;NA;3;11242;0.310057673985261;1.73856164270479;9;0;4;1364
11;18;2000;70;4.5;NA;3;11279;0.325343396643094;1.73856164270479;9;0;4.5;1390
2;12;2001;71;5.4;NA;3;11365;0.360872373631571;1.81234945128171;9;0;5.4;1458
3;22;2001;71;4.5;NA;3;11403;0.376571223928806;1.81234945128171;9;0;4.5;1482
11;2;2001;71;0;NA;3;11628;0.469524942794007;1.81234945128171;9;1;NA;1632
11;19;2001;71;4.5;NA;3;11645;0.476548112663823;1.81234945128171;9;0;4.5;1646
11;27;2001;71;4.5;NA;3;11653;0.47985313377903;1.81234945128171;9;0;4.5;1652
12;10;2001;71;4.5;NA;3;11666;0.485223793091241;1.81234945128171;9;0;4.5;1660
4;25;1980;48;0;6.7;1;3767;-2.77807143053644;0.115229854012518;10;1;NA;15
4;26;1980;48;13.5;9;1;3768;-2.77765830289704;0.115229854012518;10;0;13.5;16
4;28;1980;48;0;8.5;1;3770;-2.77683204761824;0.115229854012518;10;1;NA;17
4;29;1980;48;0;6;1;3771;-2.77641891997884;0.115229854012518;10;1;NA;18
4;30;1980;48;0;7;1;3772;-2.77600579233944;0.115229854012518;10;1;NA;19
5;2;1980;48;0;6.8;1;3774;-2.77517953706063;0.115229854012518;10;1;NA;20
7;5;1980;48;2.2;7.1;1;3838;-2.74873936813898;0.115229854012518;10;0;2.2;47
7;6;1980;48;0;9.8;1;3839;-2.74832624049958;0.115229854012518;10;1;NA;48
7;7;1980;48;2.2;8;1;3840;-2.74791311286018;0.115229854012518;10;0;2.2;49
7;8;1980;48;0;3.9;1;3841;-2.74749998522077;0.115229854012518;10;1;NA;50
7;13;1980;48;14.36;8;1;3846;-2.74543434702377;0.115229854012518;10;0;14.36;55
11;6;1981;49;1.5;8.1;1;4327;-2.54671995247194;0.18901766258944;10;0;1.5;70
11;7;1981;49;0;5.2;1;4328;-2.54630682483254;0.18901766258944;10;1;NA;71
11;8;1981;49;0;7.2;1;4329;-2.54589369719314;0.18901766258944;10;1;NA;72
11;10;1981;49;6.23;10.5;1;4331;-2.54506744191434;0.18901766258944;10;0;6.23;73
11;11;1981;49;4.2;7.4;1;4332;-2.54465431427493;0.18901766258944;10;0;4.2;74
11;12;1981;49;2;6.9;1;4333;-2.54424118663553;0.18901766258944;10;0;2;75
11;13;1981;49;0;6.9;1;4334;-2.54382805899613;0.18901766258944;10;1;NA;76
4;18;1982;50;0;6.7;1;4490;-2.47938014724959;0.262805471166361;10;1;NA;121
4;19;1982;50;0;5.3;1;4491;-2.47896701961019;0.262805471166361;10;1;NA;122
4;20;1982;50;0;8;1;4492;-2.47855389197079;0.262805471166361;10;1;NA;123
4;22;1982;50;0;2.1;1;4494;-2.47772763669199;0.262805471166361;10;1;NA;125
4;23;1982;50;4.3;9;1;4495;-2.47731450905259;0.262805471166361;10;0;4.3;126
4;24;1982;50;7.4;9.4;1;4496;-2.47690138141319;0.262805471166361;10;0;7.4;127
4;25;1982;50;6.41;7.7;1;4497;-2.47648825377379;0.262805471166361;10;0;6.41;128
4;26;1982;50;0;7.1;1;4498;-2.47607512613439;0.262805471166361;10;1;NA;129
1;10;1985;53;0;10;1;5488;-2.0670787631275;0.484168896897126;10;1;NA;140
1;12;1985;53;5.1;9.2;1;5490;-2.0662525078487;0.484168896897126;10;0;5.1;142
1;13;1985;53;5;6.7;1;5491;-2.0658393802093;0.484168896897126;10;0;5;143
1;14;1985;53;5.4;9.1;1;5492;-2.06542625256989;0.484168896897126;10;0;5.4;144
7;19;1994;62;3.93;7;1;8965;-0.63063396093058;1.14825917408942;10;0;3.93;161
7;20;1994;62;0;8;1;8966;-0.63022083329118;1.14825917408942;10;1;NA;162
7;21;1994;62;10.4;5.18;1;8967;-0.629807705651779;1.14825917408942;10;0;10.4;163
8;5;1994;62;0;2;1;8982;-0.623610791060765;1.14825917408942;10;1;NA;166
7;10;1995;63;4.96;NA;3;9321;-0.483560521303861;1.22204698266634;10;0;4.96;170
7;24;1995;63;0;NA;3;9335;-0.477776734352249;1.22204698266634;10;1;NA;174
7;25;1995;63;4.87;NA;3;9336;-0.477363606712848;1.22204698266634;10;0;4.87;175
7;27;1995;63;2.87;NA;3;9338;-0.476537351434046;1.22204698266634;10;0;2.87;176
8;2;1995;63;13.53;NA;3;9344;-0.474058585597641;1.22204698266634;10;0;13.53;180
8;15;1995;63;4.87;NA;3;9357;-0.468687926285429;1.22204698266634;10;0;4.87;182
8;20;1995;63;4.96;NA;3;9362;-0.466622288088424;1.22204698266634;10;0;4.96;184
8;23;1995;63;4.25;NA;3;9365;-0.465382905170222;1.22204698266634;10;0;4.25;186
9;10;1995;63;13.29;NA;3;9383;-0.457946607661006;1.22204698266634;10;0;13.29;190
9;11;1995;63;0;NA;3;9384;-0.457533480021605;1.22204698266634;10;1;NA;191
9;12;1995;63;0;NA;3;9385;-0.457120352382204;1.22204698266634;10;1;NA;192
9;13;1995;63;4.87;NA;3;9386;-0.456707224742803;1.22204698266634;10;0;4.87;193
9;14;1995;63;0;NA;3;9387;-0.456294097103402;1.22204698266634;10;1;NA;194
9;15;1995;63;4.96;NA;3;9388;-0.455880969464001;1.22204698266634;10;0;4.96;195
10;4;1995;63;4.96;NA;3;9407;-0.448031544315384;1.22204698266634;10;0;4.96;203
10;5;1995;63;7.5;NA;3;9408;-0.447618416675983;1.22204698266634;10;0;7.5;204
10;6;1995;63;2.75;NA;3;9409;-0.447205289036582;1.22204698266634;10;0;2.75;205
10;7;1995;63;0;NA;3;9410;-0.446792161397181;1.22204698266634;10;1;NA;206
10;8;1995;63;0;NA;3;9411;-0.446379033757781;1.22204698266634;10;1;NA;207
10;9;1995;63;7.5;NA;3;9412;-0.44596590611838;1.22204698266634;10;0;7.5;208
10;10;1995;63;0;NA;3;9413;-0.445552778478979;1.22204698266634;10;1;NA;209
10;11;1995;63;0;NA;3;9414;-0.445139650839578;1.22204698266634;10;1;NA;210
10;31;1995;63;0;NA;3;9434;-0.43687709805156;1.22204698266634;10;1;NA;215
11;1;1995;63;0;NA;3;9435;-0.436463970412159;1.22204698266634;10;1;NA;216
11;2;1995;63;0;NA;3;9436;-0.436050842772758;1.22204698266634;10;1;NA;217
11;3;1995;63;0;NA;3;9437;-0.435637715133357;1.22204698266634;10;1;NA;218
11;4;1995;63;0;NA;3;9438;-0.435224587493956;1.22204698266634;10;1;NA;219
11;5;1995;63;0;NA;3;9439;-0.434811459854555;1.22204698266634;10;1;NA;220
12;16;1995;63;2.75;NA;3;9480;-0.417873226639119;1.22204698266634;10;0;2.75;240
12;17;1995;63;7.5;NA;3;9481;-0.417460098999718;1.22204698266634;10;0;7.5;241
1;9;1996;64;0;NA;3;9504;-0.407958163293497;1.29583479124326;10;1;NA;250
1;10;1996;64;7.5;NA;3;9505;-0.407545035654096;1.29583479124326;10;0;7.5;251
1;11;1996;64;0;NA;3;9506;-0.407131908014695;1.29583479124326;10;1;NA;252
1;12;1996;64;0;NA;3;9507;-0.406718780375294;1.29583479124326;10;1;NA;253
1;13;1996;64;0;NA;3;9508;-0.406305652735894;1.29583479124326;10;1;NA;254
1;14;1996;64;0;NA;3;9509;-0.405892525096493;1.29583479124326;10;1;NA;255
1;15;1996;64;0;NA;3;9510;-0.405479397457092;1.29583479124326;10;1;NA;256
1;16;1996;64;0;NA;3;9511;-0.405066269817691;1.29583479124326;10;1;NA;257
2;8;1996;64;4.87;NA;3;9534;-0.39556433411147;1.29583479124326;10;0;4.87;272
2;9;1996;64;0;NA;3;9535;-0.395151206472069;1.29583479124326;10;1;NA;273
2;10;1996;64;4.96;NA;3;9536;-0.394738078832668;1.29583479124326;10;0;4.96;274
2;11;1996;64;0;NA;3;9537;-0.394324951193268;1.29583479124326;10;1;NA;275
2;12;1996;64;7.5;NA;3;9538;-0.393911823553867;1.29583479124326;10;0;7.5;276
2;13;1996;64;0;NA;3;9539;-0.393498695914466;1.29583479124326;10;1;NA;277
2;26;1996;64;9.74;NA;3;9552;-0.388128036602254;1.29583479124326;10;0;9.74;286
3;10;1996;64;0;NA;3;9565;-0.382757377290042;1.29583479124326;10;1;NA;290
3;11;1996;64;4.87;NA;3;9566;-0.382344249650642;1.29583479124326;10;0;4.87;291
3;24;1996;64;0;NA;3;9579;-0.37697359033843;1.29583479124326;10;1;NA;297
3;25;1996;64;7.72;NA;3;9580;-0.376560462699029;1.29583479124326;10;0;7.72;298
4;1;1996;64;0;NA;3;9587;-0.373668569223223;1.29583479124326;10;1;NA;304
4;2;1996;64;7.5;NA;3;9588;-0.373255441583822;1.29583479124326;10;0;7.5;305
4;3;1996;64;0;NA;3;9589;-0.372842313944421;1.29583479124326;10;1;NA;306
4;10;1996;64;3.71;NA;3;9596;-0.369950420468615;1.29583479124326;10;0;3.71;309
4;17;1996;64;4.96;NA;3;9603;-0.367058526992808;1.29583479124326;10;0;4.96;314
4;18;1996;64;4.96;NA;3;9604;-0.366645399353408;1.29583479124326;10;0;4.96;315
4;19;1996;64;4.87;NA;3;9605;-0.366232271714007;1.29583479124326;10;0;4.87;316
4;20;1996;64;0;NA;3;9606;-0.365819144074606;1.29583479124326;10;1;NA;317
4;21;1996;64;7.5;NA;3;9607;-0.365406016435205;1.29583479124326;10;0;7.5;318
5;9;1996;64;0;NA;3;9625;-0.357969718925989;1.29583479124326;10;1;NA;328
5;10;1996;64;10.37;NA;3;9626;-0.357556591286588;1.29583479124326;10;0;10.37;329
5;11;1996;64;0;NA;3;9627;-0.357143463647187;1.29583479124326;10;1;NA;330
5;12;1996;64;0;NA;3;9628;-0.356730336007786;1.29583479124326;10;1;NA;331
5;13;1996;64;0;NA;3;9629;-0.356317208368385;1.29583479124326;10;1;NA;332
5;14;1996;64;0;NA;3;9630;-0.355904080728984;1.29583479124326;10;1;NA;333
5;15;1996;64;9.82;NA;3;9631;-0.355490953089583;1.29583479124326;10;0;9.82;334
5;16;1996;64;12.37;NA;3;9632;-0.355077825450182;1.29583479124326;10;0;12.37;335
5;17;1996;64;0;NA;3;9633;-0.354664697810781;1.29583479124326;10;1;NA;336
5;18;1996;64;0;NA;3;9634;-0.354251570171381;1.29583479124326;10;1;NA;337
5;19;1996;64;0;NA;3;9635;-0.35383844253198;1.29583479124326;10;1;NA;338
6;11;1996;64;0;NA;3;9658;-0.344336506825759;1.29583479124326;10;1;NA;354
6;12;1996;64;4.96;NA;3;9659;-0.343923379186358;1.29583479124326;10;0;4.96;355
6;13;1996;64;0;NA;3;9660;-0.343510251546957;1.29583479124326;10;1;NA;356
6;14;1996;64;0;NA;3;9661;-0.343097123907556;1.29583479124326;10;1;NA;357
6;15;1996;64;4.87;NA;3;9662;-0.342683996268155;1.29583479124326;10;0;4.87;358
6;25;1996;64;4.96;NA;3;9672;-0.338552719874147;1.29583479124326;10;0;4.96;362
6;26;1996;64;4.87;NA;3;9673;-0.338139592234746;1.29583479124326;10;0;4.87;363
6;27;1996;64;0;NA;3;9674;-0.337726464595345;1.29583479124326;10;1;NA;364
7;3;1996;64;0;NA;3;9680;-0.335247698758939;1.29583479124326;10;1;NA;369
7;4;1996;64;7.5;NA;3;9681;-0.334834571119538;1.29583479124326;10;0;7.5;370
7;5;1996;64;0;NA;3;9682;-0.334421443480138;1.29583479124326;10;1;NA;371
7;6;1996;64;0;NA;3;9683;-0.334008315840737;1.29583479124326;10;1;NA;372
7;19;1996;64;0;NA;3;9696;-0.328637656528525;1.29583479124326;10;1;NA;378
7;20;1996;64;0;NA;3;9697;-0.328224528889124;1.29583479124326;10;1;NA;379
7;21;1996;64;0;NA;3;9698;-0.327811401249723;1.29583479124326;10;1;NA;380
7;22;1996;64;0;NA;3;9699;-0.327398273610322;1.29583479124326;10;1;NA;381
10;11;1996;64;0;NA;1.1;9780;-0.29393493481885;1.29583479124326;10;1;NA;405
10;12;1996;64;8.1;NA;1.1;9781;-0.293521807179449;1.29583479124326;10;0;8.1;406
10;13;1996;64;0;NA;1.1;9782;-0.293108679540048;1.29583479124326;10;1;NA;407
10;15;1996;64;0;NA;3;9784;-0.292282424261246;1.29583479124326;10;1;NA;408
10;16;1996;64;12.64;NA;3;9785;-0.291869296621845;1.29583479124326;10;0;12.64;409
10;17;1996;64;0;NA;3;9786;-0.291456168982444;1.29583479124326;10;1;NA;410
10;18;1996;64;2.75;NA;3;9787;-0.291043041343043;1.29583479124326;10;0;2.75;411
10;27;1996;64;4.87;NA;3;9796;-0.287324892588435;1.29583479124326;10;0;4.87;415
10;29;1996;64;4.87;NA;3;9798;-0.286498637309634;1.29583479124326;10;0;4.87;417
11;5;1996;64;0;NA;3;9805;-0.283606743833827;1.29583479124326;10;1;NA;421
11;6;1996;64;0;NA;3;9806;-0.283193616194426;1.29583479124326;10;1;NA;422
11;7;1996;64;4.87;NA;3;9807;-0.282780488555025;1.29583479124326;10;0;4.87;423
11;8;1996;64;0;NA;3;9808;-0.282367360915625;1.29583479124326;10;1;NA;424
11;24;1996;64;4.87;NA;3;9824;-0.27575731868521;1.29583479124326;10;0;4.87;431
11;25;1996;64;0;NA;3;9825;-0.275344191045809;1.29583479124326;10;1;NA;432
11;26;1996;64;7.5;NA;3;9826;-0.274931063406408;1.29583479124326;10;0;7.5;433
11;27;1996;64;7.5;NA;3;9827;-0.274517935767008;1.29583479124326;10;0;7.5;434
12;1;1996;64;4.87;NA;3;9831;-0.272865425209404;1.29583479124326;10;0;4.87;437
12;8;1996;64;4.87;NA;3;9838;-0.269973531733598;1.29583479124326;10;0;4.87;444
12;13;1996;64;4.96;NA;3;9843;-0.267907893536593;1.29583479124326;10;0;4.96;446
12;30;1996;64;0;NA;3;9860;-0.260884723666778;1.29583479124326;10;1;NA;453
12;31;1996;64;4.96;NA;3;9861;-0.260471596027377;1.29583479124326;10;0;4.96;454
2;8;1997;65;6.67;NA;3;9900;-0.244359618090742;1.36962259982018;10;0;6.67;473
2;9;1997;65;4.96;NA;3;9901;-0.243946490451341;1.36962259982018;10;0;4.96;474
2;10;1997;65;0;NA;3;9902;-0.24353336281194;1.36962259982018;10;1;NA;475
2;11;1997;65;6;NA;3;9903;-0.243120235172539;1.36962259982018;10;0;6;476
6;17;1997;65;8.74;NA;3;10029;-0.191066152608026;1.36962259982018;10;0;8.74;537
6;18;1997;65;0;NA;3;10030;-0.190653024968626;1.36962259982018;10;1;NA;538
6;19;1997;65;4.87;NA;3;10031;-0.190239897329225;1.36962259982018;10;0;4.87;539
6;20;1997;65;0;NA;3;10032;-0.189826769689824;1.36962259982018;10;1;NA;540
6;21;1997;65;1.2;NA;3;10033;-0.189413642050423;1.36962259982018;10;0;1.2;541
6;22;1997;65;2.85;NA;3;10034;-0.189000514411022;1.36962259982018;10;0;2.85;542
6;24;1997;65;2.85;NA;3;10036;-0.18817425913222;1.36962259982018;10;0;2.85;544
7;7;1997;65;0;NA;3;10049;-0.182803599820008;1.36962259982018;10;1;NA;553
7;9;1997;65;0;NA;3;10051;-0.181977344541207;1.36962259982018;10;1;NA;554
